text,label
Bom dia a todos! Apenas para informar 55,0
Bom dia a todos! Apenas para informar 121,0
Preciso de uma reunião para discutir o projeto 697,1
Bom dia a todos! Apenas para informar 132,0
Bom dia a todos! Apenas para informar 175,0
Preciso de uma reunião para discutir o projeto 280,1
Bom dia a todos! Apenas para informar 108,0
Bom dia a todos! Apenas para informar 111,0
Preciso de uma reunião para discutir o projeto 512,1
Preciso de uma reunião para discutir o projeto 162,1
Bom dia a todos! Apenas para informar 46,0
Bom dia a todos! Apenas para informar 11,0
Bom dia a todos! Apenas para informar 30,0
Preciso de uma reunião para discutir o projeto 58,1
Bom dia a todos! Apenas para informar 18,0
Preciso de uma reunião para discutir o projeto 290,1
Bom dia a todos! Apenas para informar 3,0
Preciso de uma reunião para discutir o projeto 2,1
Preciso de uma reunião para discutir o projeto 101,1
Preciso de uma reunião para discutir o projeto 368,1
Bom dia a todos! Apenas para informar 144,0
Preciso de uma reunião para discutir o projeto 536,1
Preciso de uma reunião para discutir o projeto 584,1
Bom dia a todos! Apenas para informar 119,0
Bom dia a todos! Apenas para informar 175,0
Preciso de uma reunião para discutir o projeto 457,1
Bom dia a todos! Apenas para informar 198,0
Bom dia a todos! Apenas para informar 177,0
Preciso de uma reunião para discutir o projeto 651,1
Bom dia a todos! Apenas para informar 166,0
Bom dia a todos! Apenas para informar 151,0
Bom dia a todos! Apenas para informar 192,0
Bom dia a todos! Apenas para informar 11,0
Bom dia a todos! Apenas para informar 37,0
Bom dia a todos! Apenas para informar 75,0
Bom dia a todos! Apenas para informar 190,0
Bom dia a todos! Apenas para informar 112,0
Preciso de uma reunião para discutir o projeto 556,1
Preciso de uma reunião para discutir o projeto 595,1
Preciso de uma reunião para discutir o projeto 475,1
Bom dia a todos! Apenas para informar 51,0
Preciso de uma reunião para discutir o projeto 742,1
Bom dia a todos! Apenas para informar 155,0
Bom dia a todos! Apenas para informar 12,0
Preciso de uma reunião para discutir o projeto 565,1
Bom dia a todos! Apenas para informar 177,0
Bom dia a todos! Apenas para informar 96,0
Preciso de uma reunião para discutir o projeto 751,1
Bom dia a todos! Apenas para informar 4,0
Bom dia a todos! Apenas para informar 113,0
Bom dia a todos! Apenas para informar 23,0
Preciso de uma reunião para discutir o projeto 256,1
Preciso de uma reunião para discutir o projeto 537,1
Bom dia a todos! Apenas para informar 68,0
Bom dia a todos! Apenas para informar 20,0
Preciso de uma reunião para discutir o projeto 578,1
Preciso de uma reunião para discutir o projeto 158,1
Preciso de uma reunião para discutir o projeto 531,1
Bom dia a todos! Apenas para informar 10,0
Bom dia a todos! Apenas para informar 118,0
Bom dia a todos! Apenas para informar 38,0
Bom dia a todos! Apenas para informar 124,0
Bom dia a todos! Apenas para informar 187,0
Bom dia a todos! Apenas para informar 59,0
Bom dia a todos! Apenas para informar 199,0
Bom dia a todos! Apenas para informar 21,0
Bom dia a todos! Apenas para informar 82,0
Preciso de uma reunião para discutir o projeto 393,1
Bom dia a todos! Apenas para informar 94,0
Bom dia a todos! Apenas para informar 64,0
Preciso de uma reunião para discutir o projeto 726,1
Bom dia a todos! Apenas para informar 114,0
Preciso de uma reunião para discutir o projeto 40,1
Bom dia a todos! Apenas para informar 111,0
Preciso de uma reunião para discutir o projeto 171,1
Preciso de uma reunião para discutir o projeto 420,1
Bom dia a todos! Apenas para informar 16,0
Preciso de uma reunião para discutir o projeto 97,1
Bom dia a todos! Apenas para informar 103,0
Preciso de uma reunião para discutir o projeto 643,1
Bom dia a todos! Apenas para informar 130,0
Preciso de uma reunião para discutir o projeto 364,1
Bom dia a todos! Apenas para informar 184,0
Bom dia a todos! Apenas para informar 192,0
Preciso de uma reunião para discutir o projeto 116,1
Preciso de uma reunião para discutir o projeto 339,1
Preciso de uma reunião para discutir o projeto 167,1
Bom dia a todos! Apenas para informar 182,0
Bom dia a todos! Apenas para informar 0,0
Bom dia a todos! Apenas para informar 10,0
Preciso de uma reunião para discutir o projeto 539,1
Preciso de uma reunião para discutir o projeto 782,1
Bom dia a todos! Apenas para informar 171,0
Bom dia a todos! Apenas para informar 108,0
Bom dia a todos! Apenas para informar 161,0
Bom dia a todos! Apenas para informar 61,0
Preciso de uma reunião para discutir o projeto 355,1
Bom dia a todos! Apenas para informar 38,0
Bom dia a todos! Apenas para informar 41,0
Preciso de uma reunião para discutir o projeto 616,1
Preciso de uma reunião para discutir o projeto 281,1
Bom dia a todos! Apenas para informar 74,0
Preciso de uma reunião para discutir o projeto 663,1
Preciso de uma reunião para discutir o projeto 208,1
Preciso de uma reunião para discutir o projeto 187,1
Preciso de uma reunião para discutir o projeto 783,1
Preciso de uma reunião para discutir o projeto 464,1
Bom dia a todos! Apenas para informar 56,0
Preciso de uma reunião para discutir o projeto 24,1
Preciso de uma reunião para discutir o projeto 713,1
Bom dia a todos! Apenas para informar 124,0
Preciso de uma reunião para discutir o projeto 695,1
Preciso de uma reunião para discutir o projeto 768,1
Preciso de uma reunião para discutir o projeto 430,1
Bom dia a todos! Apenas para informar 109,0
Bom dia a todos! Apenas para informar 155,0
Bom dia a todos! Apenas para informar 119,0
Preciso de uma reunião para discutir o projeto 220,1
Bom dia a todos! Apenas para informar 47,0
Preciso de uma reunião para discutir o projeto 134,1
Preciso de uma reunião para discutir o projeto 708,1
Preciso de uma reunião para discutir o projeto 229,1
Preciso de uma reunião para discutir o projeto 737,1
Bom dia a todos! Apenas para informar 185,0
Preciso de uma reunião para discutir o projeto 414,1
Bom dia a todos! Apenas para informar 25,0
Preciso de uma reunião para discutir o projeto 562,1
Bom dia a todos! Apenas para informar 199,0
Bom dia a todos! Apenas para informar 125,0
Bom dia a todos! Apenas para informar 95,0
Preciso de uma reunião para discutir o projeto 572,1
Bom dia a todos! Apenas para informar 168,0
Bom dia a todos! Apenas para informar 87,0
Bom dia a todos! Apenas para informar 54,0
Preciso de uma reunião para discutir o projeto 755,1
Bom dia a todos! Apenas para informar 90,0
Bom dia a todos! Apenas para informar 113,0
Bom dia a todos! Apenas para informar 159,0
Preciso de uma reunião para discutir o projeto 352,1
Preciso de uma reunião para discutir o projeto 704,1
Bom dia a todos! Apenas para informar 131,0
Bom dia a todos! Apenas para informar 64,0
Bom dia a todos! Apenas para informar 169,0
Preciso de uma reunião para discutir o projeto 385,1
Bom dia a todos! Apenas para informar 171,0
Preciso de uma reunião para discutir o projeto 283,1
Bom dia a todos! Apenas para informar 85,0
Bom dia a todos! Apenas para informar 198,0
Bom dia a todos! Apenas para informar 92,0
Bom dia a todos! Apenas para informar 111,0
Bom dia a todos! Apenas para informar 149,0
Bom dia a todos! Apenas para informar 76,0
Bom dia a todos! Apenas para informar 111,0
Bom dia a todos! Apenas para informar 100,0
Bom dia a todos! Apenas para informar 183,0
Bom dia a todos! Apenas para informar 146,0
Preciso de uma reunião para discutir o projeto 619,1
Preciso de uma reunião para discutir o projeto 469,1
Bom dia a todos! Apenas para informar 171,0
Preciso de uma reunião para discutir o projeto 369,1
Bom dia a todos! Apenas para informar 43,0
Preciso de uma reunião para discutir o projeto 470,1
Bom dia a todos! Apenas para informar 146,0
Bom dia a todos! Apenas para informar 199,0
Bom dia a todos! Apenas para informar 67,0
Preciso de uma reunião para discutir o projeto 431,1
Bom dia a todos! Apenas para informar 85,0
Preciso de uma reunião para discutir o projeto 188,1
Bom dia a todos! Apenas para informar 3,0
Bom dia a todos! Apenas para informar 6,0
Bom dia a todos! Apenas para informar 162,0
Bom dia a todos! Apenas para informar 192,0
Preciso de uma reunião para discutir o projeto 533,1
Preciso de uma reunião para discutir o projeto 436,1
Bom dia a todos! Apenas para informar 121,0
Preciso de uma reunião para discutir o projeto 736,1
Bom dia a todos! Apenas para informar 189,0
Preciso de uma reunião para discutir o projeto 735,1
Preciso de uma reunião para discutir o projeto 674,1
Preciso de uma reunião para discutir o projeto 719,1
Bom dia a todos! Apenas para informar 4,0
Preciso de uma reunião para discutir o projeto 165,1
Preciso de uma reunião para discutir o projeto 696,1
Bom dia a todos! Apenas para informar 105,0
Preciso de uma reunião para discutir o projeto 647,1
Preciso de uma reunião para discutir o projeto 442,1
Preciso de uma reunião para discutir o projeto 373,1
Bom dia a todos! Apenas para informar 184,0
Bom dia a todos! Apenas para informar 5,0
Bom dia a todos! Apenas para informar 116,0
Preciso de uma reunião para discutir o projeto 37,1
Preciso de uma reunião para discutir o projeto 759,1
Preciso de uma reunião para discutir o projeto 474,1
Preciso de uma reunião para discutir o projeto 400,1
Preciso de uma reunião para discutir o projeto 8,1
Preciso de uma reunião para discutir o projeto 63,1
Preciso de uma reunião para discutir o projeto 85,1
Bom dia a todos! Apenas para informar 126,0
Preciso de uma reunião para discutir o projeto 395,1
Bom dia a todos! Apenas para informar 199,0
Bom dia a todos! Apenas para informar 76,0
Bom dia a todos! Apenas para informar 97,0
Preciso de uma reunião para discutir o projeto 744,1
Preciso de uma reunião para discutir o projeto 29,1
Preciso de uma reunião para discutir o projeto 529,1
Bom dia a todos! Apenas para informar 108,0
Preciso de uma reunião para discutir o projeto 328,1
Bom dia a todos! Apenas para informar 6,0
Preciso de uma reunião para discutir o projeto 344,1
Bom dia a todos! Apenas para informar 110,0
Preciso de uma reunião para discutir o projeto 227,1
Preciso de uma reunião para discutir o projeto 518,1
Preciso de uma reunião para discutir o projeto 41,1
Preciso de uma reunião para discutir o projeto 667,1
Bom dia a todos! Apenas para informar 130,0
Bom dia a todos! Apenas para informar 125,0
Bom dia a todos! Apenas para informar 50,0
Bom dia a todos! Apenas para informar 108,0
Bom dia a todos! Apenas para informar 44,0
Preciso de uma reunião para discutir o projeto 356,1
Preciso de uma reunião para discutir o projeto 604,1
Bom dia a todos! Apenas para informar 138,0
Bom dia a todos! Apenas para informar 40,0
Bom dia a todos! Apenas para informar 88,0
Preciso de uma reunião para discutir o projeto 756,1
Bom dia a todos! Apenas para informar 13,0
Preciso de uma reunião para discutir o projeto 365,1
Bom dia a todos! Apenas para informar 69,0
Preciso de uma reunião para discutir o projeto 664,1
Preciso de uma reunião para discutir o projeto 639,1
Bom dia a todos! Apenas para informar 166,0
Preciso de uma reunião para discutir o projeto 14,1
Preciso de uma reunião para discutir o projeto 547,1
Preciso de uma reunião para discutir o projeto 143,1
Preciso de uma reunião para discutir o projeto 468,1
Bom dia a todos! Apenas para informar 168,0
Bom dia a todos! Apenas para informar 186,0
Bom dia a todos! Apenas para informar 7,0
Preciso de uma reunião para discutir o projeto 634,1
Bom dia a todos! Apenas para informar 44,0
Bom dia a todos! Apenas para informar 47,0
Preciso de uma reunião para discutir o projeto 381,1
Preciso de uma reunião para discutir o projeto 106,1
Preciso de uma reunião para discutir o projeto 535,1
Preciso de uma reunião para discutir o projeto 767,1
Preciso de uma reunião para discutir o projeto 438,1
Preciso de uma reunião para discutir o projeto 467,1
Bom dia a todos! Apenas para informar 89,0
Bom dia a todos! Apenas para informar 97,0
Bom dia a todos! Apenas para informar 44,0
Preciso de uma reunião para discutir o projeto 443,1
Bom dia a todos! Apenas para informar 37,0
Bom dia a todos! Apenas para informar 98,0
Bom dia a todos! Apenas para informar 182,0
Bom dia a todos! Apenas para informar 172,0
Bom dia a todos! Apenas para informar 52,0
Preciso de uma reunião para discutir o projeto 596,1
Preciso de uma reunião para discutir o projeto 370,1
Bom dia a todos! Apenas para informar 98,0
Bom dia a todos! Apenas para informar 156,0
Bom dia a todos! Apenas para informar 104,0
Bom dia a todos! Apenas para informar 116,0
Bom dia a todos! Apenas para informar 102,0
Bom dia a todos! Apenas para informar 16,0
Preciso de uma reunião para discutir o projeto 451,1
Bom dia a todos! Apenas para informar 98,0
Preciso de uma reunião para discutir o projeto 461,1
Preciso de uma reunião para discutir o projeto 263,1
Bom dia a todos! Apenas para informar 84,0
Preciso de uma reunião para discutir o projeto 709,1
Preciso de uma reunião para discutir o projeto 204,1
Bom dia a todos! Apenas para informar 173,0
Preciso de uma reunião para discutir o projeto 453,1
Preciso de uma reunião para discutir o projeto 17,1
Preciso de uma reunião para discutir o projeto 132,1
Bom dia a todos! Apenas para informar 187,0
Preciso de uma reunião para discutir o projeto 298,1
Preciso de uma reunião para discutir o projeto 546,1
Preciso de uma reunião para discutir o projeto 549,1
Bom dia a todos! Apenas para informar 167,0
Bom dia a todos! Apenas para informar 19,0
Bom dia a todos! Apenas para informar 158,0
Bom dia a todos! Apenas para informar 139,0
Preciso de uma reunião para discutir o projeto 766,1
Bom dia a todos! Apenas para informar 169,0
Bom dia a todos! Apenas para informar 34,0
Bom dia a todos! Apenas para informar 72,0
Preciso de uma reunião para discutir o projeto 452,1
Preciso de uma reunião para discutir o projeto 681,1
Preciso de uma reunião para discutir o projeto 749,1
Preciso de uma reunião para discutir o projeto 491,1
Preciso de uma reunião para discutir o projeto 150,1
Bom dia a todos! Apenas para informar 66,0
Preciso de uma reunião para discutir o projeto 257,1
Bom dia a todos! Apenas para informar 128,0
Preciso de uma reunião para discutir o projeto 336,1
Bom dia a todos! Apenas para informar 80,0
Preciso de uma reunião para discutir o projeto 752,1
Preciso de uma reunião para discutir o projeto 789,1
Preciso de uma reunião para discutir o projeto 174,1
Bom dia a todos! Apenas para informar 152,0
Preciso de uma reunião para discutir o projeto 412,1
Bom dia a todos! Apenas para informar 40,0
Preciso de uma reunião para discutir o projeto 196,1
Preciso de uma reunião para discutir o projeto 699,1
Bom dia a todos! Apenas para informar 81,0
Bom dia a todos! Apenas para informar 123,0
Preciso de uma reunião para discutir o projeto 242,1
Bom dia a todos! Apenas para informar 50,0
Bom dia a todos! Apenas para informar 24,0
Preciso de uma reunião para discutir o projeto 125,1
Preciso de uma reunião para discutir o projeto 233,1
Bom dia a todos! Apenas para informar 64,0
Preciso de uma reunião para discutir o projeto 599,1
Preciso de uma reunião para discutir o projeto 128,1
Bom dia a todos! Apenas para informar 128,0
Bom dia a todos! Apenas para informar 31,0
Preciso de uma reunião para discutir o projeto 714,1
Bom dia a todos! Apenas para informar 150,0
Preciso de uma reunião para discutir o projeto 703,1
Bom dia a todos! Apenas para informar 139,0
Preciso de uma reunião para discutir o projeto 114,1
Preciso de uma reunião para discutir o projeto 425,1
Bom dia a todos! Apenas para informar 168,0
Bom dia a todos! Apenas para informar 19,0
Bom dia a todos! Apenas para informar 88,0
Bom dia a todos! Apenas para informar 74,0
Preciso de uma reunião para discutir o projeto 378,1
Bom dia a todos! Apenas para informar 51,0
Bom dia a todos! Apenas para informar 119,0
